OBJECTID,Join_Count,TARGET_FID,Join_Count_1,TARGET_FID_1,capacity,lat,lon,name,short_name,station_id,DDLat,DDLon,ORIG_OID,OBJECTID_1,Shape_Leng,zone,LocationID,borough,taxi_R_OBJECTID,taxi_R_tz,taxi_R_total,taxi_R_male,taxi_R_age_under_29,taxi_R_age_30_54,taxi_R_age_55_over,taxi_R_white,taxi_R_black,taxi_R_asian,taxi_R_others,taxi_R_two_or_more,taxi_R_less_high_school,taxi_R_high_school,taxi_R_college,taxi_R_bachelor,taxi_W_OBJECTID,taxi_W_tz,taxi_W_total,taxi_W_male,taxi_W_age_under_29,taxi_W_age_30_54,taxi_W_age_55_over,taxi_W_white,taxi_W_black,taxi_W_asian,taxi_W_others,taxi_W_two_or_more,taxi_W_less_high_school,taxi_W_high_school,taxi_W_college,taxi_W_bachelor,nyu_2451_34513_statefp,nyu_2451_34513_countyfp,nyu_2451_34513_tractce,nyu_2451_34513_geoid,nyu_2451_34513_name,nyu_2451_34513_namelsad,nyu_2451_34513_mtfcc,nyu_2451_34513_funcstat,nyu_2451_34513_aland,nyu_2451_34513_awater,nyu_2451_34513_intptlat,nyu_2451_34513_intptlon,nyu_2451_34513_ct,census_csv_CensusTract,census_csv_County,census_csv_Borough,census_csv_Income,census_csv_IncomePerCap,census_csv_Drive,census_csv_Carpool,census_csv_Transit,census_csv_Walk,census_csv_OtherTransp,census_csv_WorkAtHome,census_csv_MeanCommute,census_csv_Employed,census_csv_PrivateWork,census_csv_PublicWork,census_csv_SelfEmployed,census_csv_FamilyWork,census_csv_Unemployment
25,1,25,1,25,45,40.709056230000002,-74.010433820000003,Liberty St & Broadway,5105.010000000000218,195,40.70906449N,074.01043527W,25,87,0.036901549611700,Financial District North,87,Manhattan,86,87,10121,0.505187234462998,0.376642624246616,0.521687580278629,0.101669795474755,0.751309159173995,0.064025293943286,0.160952475051872,0.005928267957712,0.017784803873135,0.045845272206304,0.096531963244739,0.146823436419326,0.334156703883015,84,87,81845,0.498515486590506,0.195515914228114,0.593597654102267,0.210886431669619,0.662984910501558,0.193573217667542,0.118492271977518,0.007526421895046,0.017423177958336,0.079332885332030,0.132445476205022,0.204667359032317,0.388038365202517,36,061,000700,36061000700,7,Census Tract 7,G5020,S,253931,195407,+40.7038139,-074.0050607,36061000700.000000000000000,36061000700.000000000000000,New York,Manhattan,117841,89303,2.500000000000000,0.000000000000000,62.299999999999997,27.800000000000001,0.500000000000000,6.900000000000000,24.899999999999999,0.734932909000000,91.599999999999994,5.900000000000000,2.500000000000000,0.000000000000000,4.400000000000000
26,1,26,1,26,28,40.743349350000003,-74.006817530000006,W 16 St & The High Line,6233.050000000000182,212,40.74335761N,074.00681898W,26,68,0.049337379556900,East Chelsea,68,Manhattan,67,68,15825,0.532385466034755,0.232417061611374,0.565687203791469,0.201895734597156,0.761200631911532,0.107424960505529,0.106540284360190,0.006445497630332,0.018388625592417,0.083538704581359,0.139399684044234,0.199052132701422,0.345592417061611,65,68,53687,0.550561588466482,0.237729804235662,0.589807588429229,0.172462607335109,0.683834075288245,0.182669920092387,0.106767001322480,0.007133943040215,0.019595060256673,0.091642297017900,0.148955985620355,0.209268538007339,0.312403375118744,36,061,008300,36061008300,83,Census Tract 83,G5020,S,174181,0,+40.7421983,-074.0044535,36061008300.000000000000000,36061008300.000000000000000,New York,Manhattan,69303,65689,2.000000000000000,0.800000000000000,68.000000000000000,17.000000000000000,5.800000000000000,6.400000000000000,28.000000000000000,0.552303385000000,84.700000000000003,9.100000000000000,6.200000000000000,0.000000000000000,11.300000000000001
27,1,27,1,27,23,40.700378669999999,-73.995480590000000,Columbia Heights & Cranberry St,4829.010000000000218,216,40.70038692N,073.99548203W,27,33,0.053270293196700,Brooklyn Heights,33,Brooklyn,32,33,12611,0.495519784315280,0.170565379430656,0.644358100071366,0.185076520497978,0.791689794623741,0.084212195702165,0.099833478709064,0.005154230433748,0.019110300531282,0.068828800253747,0.140908730473396,0.216319086511775,0.403378003330426,31,33,15811,0.416861678578205,0.221364872557081,0.553412181392701,0.225222946050218,0.614319144899121,0.283853013724622,0.074188855859844,0.008728100689393,0.018910884827019,0.117513123774587,0.174562013787869,0.225286193156663,0.261273796723800,36,047,000100,36047000100,1,Census Tract 1,G5020,S,224487,0,+40.7002832,-073.9940162,36047000100.000000000000000,36047000100.000000000000000,Kings,Brooklyn,70938,64507,7.400000000000000,0.600000000000000,63.899999999999999,9.100000000000000,3.400000000000000,15.600000000000000,32.700000000000003,0.515799257000000,74.200000000000003,9.300000000000001,16.500000000000000,0.000000000000000,4.100000000000000
28,1,28,1,28,39,40.702771589999998,-73.993836049999999,Old Fulton St,4903.079999999999927,217,40.70277984N,073.99383749W,28,66,0.054633459363400,DUMBO/Vinegar Hill,66,Brooklyn,65,66,4304,0.496050185873606,0.189126394052045,0.663336431226766,0.147537174721190,0.618726765799256,0.236291821561338,0.119656133828996,0.008364312267658,0.016960966542751,0.095027881040892,0.150789962825279,0.231180297397770,0.333875464684015,63,66,10451,0.556693139412496,0.298153286766817,0.583963257104583,0.117883456128600,0.683570950148311,0.194718208783848,0.095780308104488,0.005741077408860,0.020189455554492,0.091378815424361,0.153095397569611,0.198449909099608,0.258922591139604,36,047,002100,36047002100,21,Census Tract 21,G5020,S,499804,8994,+40.7027665,-073.9871544,36047002100.000000000000000,36047002100.000000000000000,Kings,Brooklyn,208036,100012,9.400000000000000,3.300000000000000,62.899999999999999,7.600000000000000,6.400000000000000,10.300000000000001,32.899999999999999,0.633760186000000,84.900000000000006,6.700000000000000,8.400000000000000,0.000000000000000,5.500000000000000
29,1,29,1,29,33,40.737815089999998,-73.999946609999995,W 13 St & 7 Ave,6030.039999999999964,223,40.73782335N,073.99994806W,29,249,0.036384343650000,West Village,249,Manhattan,247,249,13260,0.516892911010558,0.269532428355958,0.545927601809955,0.184539969834087,0.848717948717949,0.049396681749623,0.079939668174962,0.005806938159879,0.016138763197587,0.060256410256410,0.122549019607843,0.182277526395173,0.365384615384615,243,249,21932,0.538391391573956,0.262857924493890,0.551614079883276,0.185527995622834,0.698340324639796,0.191045048331206,0.084488418748860,0.007888017508663,0.018238190771475,0.106146270289987,0.166560277220500,0.205362028086814,0.259073499908809,36,061,007100,36061007100,71,Census Tract 71,G5020,S,164997,0,+40.7354477,-073.9999139,36061007100.000000000000000,36061007100.000000000000000,New York,Manhattan,125028,112005,3.100000000000000,1.900000000000000,60.399999999999999,19.300000000000001,7.500000000000000,7.800000000000000,27.000000000000000,0.694031071000000,79.299999999999997,7.000000000000000,13.699999999999999,0.000000000000000,4.300000000000000
30,1,30,1,30,55,40.754601102599999,-73.971878855000000,E 48 St & 3 Ave,6541.029999999999745,228,40.75460937N,073.97188030W,30,162,0.035269814621900,Midtown East,162,Manhattan,160,162,3755,0.533155792276964,0.287616511318242,0.533954727030626,0.178428761651132,0.751264980026631,0.073501997336884,0.147003994673768,0.008255659121172,0.019973368841545,0.063115845539281,0.120106524633822,0.173635153129161,0.355525965379494,156,162,114485,0.548840459448836,0.216115648338210,0.608079661090973,0.175804690570817,0.709009913962528,0.138236450189981,0.128750491330742,0.007153775603791,0.016849368912958,0.065676726208674,0.115892911735162,0.184696685155261,0.417618028562694,36,061,009200,36061009200,92,Census Tract 92,G5020,S,197023,0,+40.7536476,-073.9747422,36061009200.000000000000000,36061009200.000000000000000,New York,Manhattan,122379,111765,2.400000000000000,0.000000000000000,37.200000000000003,51.600000000000001,1.400000000000000,7.400000000000000,25.500000000000000,0.823529412000000,87.000000000000000,4.700000000000000,8.300000000000001,0.000000000000000,1.700000000000000
31,1,31,1,31,23,40.727434230000000,-73.993790250000004,Great Jones St,5636.109999999999673,229,40.72744249N,073.99379170W,31,114,0.031727034771100,Greenwich Village South,114,Manhattan,112,114,6419,0.534195357532326,0.254556784545879,0.549306745599003,0.196136469855118,0.811808692942826,0.058108739679078,0.104844991431687,0.006854650257049,0.018382925689360,0.059978189749182,0.120267954510048,0.189126032092226,0.376071039102664,109,114,25754,0.503727576298827,0.319989127902462,0.507493981517434,0.172516890580104,0.739729750718335,0.124873806010717,0.106663042634154,0.007532810437214,0.021200590199581,0.072998369185369,0.123864254096451,0.176438611477829,0.306709637337889,36,061,005502,36061005502,55.02,Census Tract 55.02,G5020,S,115489,0,+40.7262229,-073.9938721,36061005502.000000000000000,36061005502.000000000000000,New York,Manhattan,138523,112533,6.000000000000000,0.800000000000000,61.000000000000000,18.199999999999999,7.300000000000000,6.700000000000000,27.500000000000000,0.624231782000000,87.500000000000000,2.300000000000000,10.199999999999999,0.000000000000000,4.400000000000000
32,1,32,1,32,23,40.695976829999999,-73.990148919999996,Cadman Plaza E & Tillary St,4677.010000000000218,232,40.69598508N,073.99015036W,32,65,0.044607068365800,Downtown Brooklyn/MetroTech,65,Brooklyn,64,65,5257,0.493627544226745,0.241772874262888,0.623169107856192,0.135058017880921,0.620696214571048,0.193075898801598,0.160357618413544,0.006277344493057,0.019592923720753,0.088643713144379,0.135248240441316,0.206771923150086,0.327563249001332,62,65,62423,0.731252903577207,0.086891049773321,0.617849190202329,0.295259760024350,0.435160117264470,0.433141630488762,0.102173878217965,0.009788058888551,0.019736315140253,0.118578088204668,0.228954071415985,0.305031799176586,0.260544991429441,36,047,001300,36047001300,13,Census Tract 13,G5020,S,291214,0,+40.6976253,-073.9883828,36047001300.000000000000000,36047001300.000000000000000,Kings,Brooklyn,111500,45902,7.800000000000000,0.000000000000000,65.500000000000000,18.899999999999999,1.600000000000000,6.100000000000000,32.200000000000003,0.390320062000000,70.200000000000003,23.199999999999999,6.600000000000000,0.000000000000000,3.300000000000000
33,1,33,1,33,39,40.728418599999998,-73.987139560000003,St Marks Pl & 2 Ave,5669.100000000000364,236,40.72842686N,073.98714100W,33,79,0.042624911314400,East Village,79,Manhattan,78,79,23766,0.503408230244888,0.335984179079357,0.501262307498107,0.162753513422536,0.792560801144492,0.065471682235126,0.116216443659009,0.005974922157704,0.019776150803669,0.069258604729445,0.120929058318606,0.176512665151898,0.297315492720693,76,79,26074,0.469509856562092,0.251399861931426,0.544181943698704,0.204418194369870,0.612410830712587,0.218225051775715,0.142900974150495,0.008437523970239,0.018025619390964,0.100444887627522,0.157436526808315,0.225090128096955,0.265628595535783,36,061,003800,36061003800,38,Census Tract 38,G5020,S,202380,0,+40.7273669,-073.9884656,36061003800.000000000000000,36061003800.000000000000000,New York,Manhattan,64800,58442,2.000000000000000,0.400000000000000,58.100000000000001,28.600000000000001,6.900000000000000,4.000000000000000,28.699999999999999,0.696772696000000,83.000000000000000,6.900000000000000,10.100000000000000,0.000000000000000,4.900000000000000
34,1,34,1,34,39,40.730473089999997,-73.986723780000005,E 11 St & 2 Ave,5746.039999999999964,237,40.73048135N,073.98672522W,34,79,0.042624911314400,East Village,79,Manhattan,78,79,23766,0.503408230244888,0.335984179079357,0.501262307498107,0.162753513422536,0.792560801144492,0.065471682235126,0.116216443659009,0.005974922157704,0.019776150803669,0.069258604729445,0.120929058318606,0.176512665151898,0.297315492720693,76,79,26074,0.469509856562092,0.251399861931426,0.544181943698704,0.204418194369870,0.612410830712587,0.218225051775715,0.142900974150495,0.008437523970239,0.018025619390964,0.100444887627522,0.157436526808315,0.225090128096955,0.265628595535783,36,061,004000,36061004000,40,Census Tract 40,G5020,S,178340,0,+40.7307448,-073.9860235,36061004000.000000000000000,36061004000.000000000000000,New York,Manhattan,85338,55645,3.400000000000000,0.600000000000000,63.200000000000003,21.600000000000001,4.400000000000000,6.800000000000000,30.300000000000001,0.656085839000000,83.599999999999994,8.300000000000001,8.100000000000000,0.000000000000000,4.100000000000000
35,1,35,1,35,31,40.736196700000001,-74.008592070000006,Bank St & Washington St,5964.010000000000218,238,40.73620496N,074.00859352W,35,158,0.054809990551500,Meatpacking/West Village West,158,Manhattan,156,158,5867,0.545594000340890,0.195329810806204,0.588546105334924,0.216124083858872,0.834498039884098,0.063916822907789,0.074995738878473,0.005113345832623,0.021476052497017,0.066814385546276,0.136867223453213,0.201977160388614,0.399011419805693,152,158,14832,0.532699568500539,0.278519417475728,0.557578209277238,0.163902373247033,0.711906688241640,0.161677454153182,0.101604638619202,0.006270226537217,0.018540992448759,0.096615426105717,0.153923948220065,0.197613268608414,0.273327939590076,36,061,007900,36061007900,79,Census Tract 79,G5020,S,293327,494875,+40.7383077,-074.0103189,36061007900.000000000000000,36061007900.000000000000000,New York,Manhattan,83922,126883,3.300000000000000,0.000000000000000,49.399999999999999,23.600000000000001,12.199999999999999,11.600000000000000,24.699999999999999,0.608388198000000,86.700000000000003,5.700000000000000,7.600000000000000,0.000000000000000,4.700000000000000
36,1,36,1,36,31,40.691965660000001,-73.981301799999997,Willoughby St & Fleet St,4628.050000000000182,239,40.69197391N,073.98130324W,36,97,0.062476014742300,Fort Greene,97,Brooklyn,96,97,14355,0.474886799024730,0.217554858934169,0.627516544757924,0.154928596307907,0.549564611633577,0.321560431905260,0.095437129919889,0.009056078021595,0.024381748519680,0.103308951584814,0.165517241379310,0.225287356321839,0.288331591779868,94,97,17994,0.466266533288874,0.212181838390575,0.554573746804490,0.233244414804935,0.559575414026898,0.324608202734245,0.091586084250306,0.006946760031121,0.017283538957430,0.089196398799600,0.142436367678115,0.222074024674892,0.334111370456819,36,047,003100,36047003100,31,Census Tract 31,G5020,S,288337,0,+40.6916118,-073.9777174,36047003100.000000000000000,36047003100.000000000000000,Kings,Brooklyn,69609,32328,5.000000000000000,2.700000000000000,51.500000000000000,24.500000000000000,5.900000000000000,10.400000000000000,27.300000000000001,0.429679239000000,73.700000000000003,17.399999999999999,8.900000000000000,0.000000000000000,10.800000000000001
37,1,37,1,37,23,40.689810350000002,-73.974931209999994,DeKalb Ave & S Portland Ave,4546.039999999999964,241,40.68981860N,073.97493265W,37,97,0.062476014742300,Fort Greene,97,Brooklyn,96,97,14355,0.474886799024730,0.217554858934169,0.627516544757924,0.154928596307907,0.549564611633577,0.321560431905260,0.095437129919889,0.009056078021595,0.024381748519680,0.103308951584814,0.165517241379310,0.225287356321839,0.288331591779868,94,97,17994,0.466266533288874,0.212181838390575,0.554573746804490,0.233244414804935,0.559575414026898,0.324608202734245,0.091586084250306,0.006946760031121,0.017283538957430,0.089196398799600,0.142436367678115,0.222074024674892,0.334111370456819,36,047,003100,36047003100,31,Census Tract 31,G5020,S,288337,0,+40.6916118,-073.9777174,36047003100.000000000000000,36047003100.000000000000000,Kings,Brooklyn,69609,32328,5.000000000000000,2.700000000000000,51.500000000000000,24.500000000000000,5.900000000000000,10.400000000000000,27.300000000000001,0.429679239000000,73.700000000000003,17.399999999999999,8.900000000000000,0.000000000000000,10.800000000000001
38,1,38,1,38,23,40.697786999999998,-73.973736000000002,Carlton Ave & Flushing Ave,4732.079999999999927,242,40.69779525N,073.97373744W,38,97,0.062476014742300,Fort Greene,97,Brooklyn,96,97,14355,0.474886799024730,0.217554858934169,0.627516544757924,0.154928596307907,0.549564611633577,0.321560431905260,0.095437129919889,0.009056078021595,0.024381748519680,0.103308951584814,0.165517241379310,0.225287356321839,0.288331591779868,94,97,17994,0.466266533288874,0.212181838390575,0.554573746804490,0.233244414804935,0.559575414026898,0.324608202734245,0.091586084250306,0.006946760031121,0.017283538957430,0.089196398799600,0.142436367678115,0.222074024674892,0.334111370456819,36,047,021100,36047021100,211,Census Tract 211,G5020,S,173676,0,+40.6971660,-073.9750259,36047021100.000000000000000,36047021100.000000000000000,Kings,Brooklyn,43000,33109,25.800000000000001,2.300000000000000,54.700000000000003,4.700000000000000,8.199999999999999,4.400000000000000,42.100000000000001,0.536710720000000,70.900000000000006,20.899999999999999,8.199999999999999,0.000000000000000,9.199999999999999
39,1,39,1,39,31,40.688226000000000,-73.979382000000001,Fulton St & Rockwell Pl,4513.029999999999745,243,40.68823425N,073.97938344W,39,97,0.062476014742300,Fort Greene,97,Brooklyn,96,97,14355,0.474886799024730,0.217554858934169,0.627516544757924,0.154928596307907,0.549564611633577,0.321560431905260,0.095437129919889,0.009056078021595,0.024381748519680,0.103308951584814,0.165517241379310,0.225287356321839,0.288331591779868,94,97,17994,0.466266533288874,0.212181838390575,0.554573746804490,0.233244414804935,0.559575414026898,0.324608202734245,0.091586084250306,0.006946760031121,0.017283538957430,0.089196398799600,0.142436367678115,0.222074024674892,0.334111370456819,36,047,003300,36047003300,33,Census Tract 33,G5020,S,164676,0,+40.6885118,-073.9781090,36047003300.000000000000000,36047003300.000000000000000,Kings,Brooklyn,105642,69786,5.200000000000000,1.300000000000000,63.100000000000001,17.600000000000001,7.100000000000000,5.700000000000000,28.500000000000000,0.687361419000000,85.400000000000006,9.500000000000000,5.100000000000000,0.000000000000000,4.900000000000000
40,1,40,1,40,31,40.691960350000002,-73.965368510000005,Willoughby Ave & Hall St,4611.029999999999745,244,40.69196860N,073.96536994W,40,49,0.075290018342700,Clinton Hill,49,Brooklyn,48,49,18607,0.470844305906379,0.231525769871554,0.622722631267802,0.145751598860644,0.585639812973612,0.312946740474015,0.073198258719837,0.006986617939485,0.021228569893051,0.094856774332241,0.160101037244048,0.222873112269576,0.290643306282582,47,49,9436,0.491627808393387,0.252225519287834,0.544828317083510,0.202946163628656,0.658223823654091,0.230500211954218,0.085099618482408,0.007206443408224,0.018969902501060,0.102055955913523,0.165112335735481,0.220432386604493,0.260173802458669,36,047,019300,36047019300,193,Census Tract 193,G5020,S,269727,0,+40.6912795,-073.9626407,36047019300.000000000000000,36047019300.000000000000000,Kings,Brooklyn,54369,27736,14.199999999999999,2.400000000000000,58.700000000000003,13.800000000000001,6.900000000000000,3.900000000000000,33.600000000000001,0.380142336000000,71.200000000000003,25.300000000000001,3.500000000000000,0.000000000000000,13.000000000000000
41,1,41,1,41,23,40.693270179999999,-73.977038739999998,Myrtle Ave & St Edwards St,4659.020000000000437,245,40.69327843N,073.97704018W,41,97,0.062476014742300,Fort Greene,97,Brooklyn,96,97,14355,0.474886799024730,0.217554858934169,0.627516544757924,0.154928596307907,0.549564611633577,0.321560431905260,0.095437129919889,0.009056078021595,0.024381748519680,0.103308951584814,0.165517241379310,0.225287356321839,0.288331591779868,94,97,17994,0.466266533288874,0.212181838390575,0.554573746804490,0.233244414804935,0.559575414026898,0.324608202734245,0.091586084250306,0.006946760031121,0.017283538957430,0.089196398799600,0.142436367678115,0.222074024674892,0.334111370456819,36,047,003100,36047003100,31,Census Tract 31,G5020,S,288337,0,+40.6916118,-073.9777174,36047003100.000000000000000,36047003100.000000000000000,Kings,Brooklyn,69609,32328,5.000000000000000,2.700000000000000,51.500000000000000,24.500000000000000,5.900000000000000,10.400000000000000,27.300000000000001,0.429679239000000,73.700000000000003,17.399999999999999,8.900000000000000,0.000000000000000,10.800000000000001
